,content,Emotion
45272,i think that is reason enough to feel that mad days out such as these are exciting and worthwhile and hope that my blog an observational view rather than a technical spec piece does justice to it all,anger
45284,i feel like they lack some rotten energy some great aggressive parts song like with aged hands uhh i do not like this title at all,sadness
45287,im finding it tough to strike a balance between staying cool telling you things which bother me and not letting you feel that im being uptight which eventually leads to more and more lying or hiding of the truth,fear
45292,im finding that since ive been trying to manifest some of these practices as a general whole i feel less fearful,fear
45311,i feel like they would all be really disappointed in me,sadness
45317,i feel like theyre going to try to say that we broke it though and charge us for a new one,sadness
45355,i think this is our best issue ever i was feeling very frustrated and uneasy about it,anger
45413,i feel like this is regarded as totally lame in the blogger tumblr world but i dont care,sadness
45421,i think you give permission to your kids to feel like theyve been terribly wronged,anger
45425,im hearing myself say is that it makes me feel anxious and a bit insecure,fear
45443,i thought about giving up for crying out to one of my supports as i was feeling highly agitated,anger
45444,im hoping it eventually goes away but im feeling doubtful,fear
45457,i thought as i could feel her angry radiated off her from standing right behind her,anger
45469,im in love but feel so insecure the worst part is that my insecurity leads me to do weird things,fear
45543,i thought that i was feeling impatient before we got matched but since we know who our child is and what she looks like i feel like i could walk across the atlantic to go get her,anger
45586,i feel like i am reliving these precious moments as i watch hayden once again say his first words off of the ventilator take first bits of food and especially learn to walk again,joy
45614,im left feeling really confused by this one,fear
45619,im left feeling uncertain about mighty aphrodite,fear
45624,im left feeling very unsure of my abilities my future and my worth,fear
45644,im losing the things that i feel make me who i am and while im frantic about it im not really sad,fear
45650,im lucky that i have my husband and hes being very supportive but it still feels weird not to have my own paycheck,fear
45712,im not allowing people to share how they feel fully because theyll be so afraid of my reaction,fear
45715,i took a minute to appreciate the trees around me and the calming energy that they gave me at a time when i was feeling a little bit irritable,anger
45724,i feel like will has been in denial of last summers tragic turn of events now that he has four more in his possession at gramma camp,sadness
45725,im not careful its easy to fall into the feelings of being overwhelmed with all i have to do each day,fear
45757,i feel like you can sort of fake an oly i only need to focus for,sadness
45760,i totally feel all mad men in this,anger
45776,i travel in non christian countries i feel impatient with the theology which would consign entire nations to hell on the basis of their religion,anger
45807,i tried to be empathetic pretended to be empathetic and acted as if i was making sure to put the needs of my family before my own for example but keenly aware of feeling resentful at the same time,anger
45859,i truly believe mj will also be ok as long as we re doing everything we can for him i love my job even the silly questions i get asked and i feel like i ve taken this infertility thing that tortured me for so long and have laughed in it s face,anger
45875,i truly feel now that the caseworker cw is only as rude and pushy and mean spirited as i am,anger
45901,i feel listless numb and just a little lost and a whole lot of lonely,sadness
45916,im not sure how i feel about it im always skeptical of changes to my favorite techthings but it seems fine,fear
45922,im not sure how my sisters are feeling about meeting apotheoses of the cultures theyve created but i admit that im nervous,fear
45943,i feel like i did ok in landing one of the very few potential all stars out there,joy
45944,i try to be grateful that everyone s conversation with me starts with how are you feeling instead of being mad that they even have to ask,anger
45948,im not sure it makes sense to anyone else but i always feel like im the weird one who literally feels my life quickly passing me by,fear
45967,i feel like i didnt need to grasp onto something comfortable that i was capable of trying something new,joy
45975,i try to give as much as i can to make people happy and satisfied but in turn sometimes i feel dissatisfied because sometimes i feel like people dont try to do the same for me,anger
45982,im not the jealous type but as ive been dealing with copious amounts of jealousy over the past few months i also feel its about time her fiance feels their relationship is threatened by this thing we have going on,fear
45985,im not the only one feeling confused,fear
45989,i feel lonely as i walk around in school and at lot one shopping mall,sadness
45990,i try to keep things on the positive side but inside i feel like i m being tortured lol gotta love thoughts and feelings,anger
45990,im not too sure why myself but i always feel so flippin insecure,fear
46004,im now at a point where i dont know what the hell i would like to do with my life and i feel neurotic and disconnected from the world and maybe maybe even a tad suicidal sometime though thats something that no one but he and i know,fear
46018,im off topamax a day and a half and i feel agitated,fear
46079,im probably going to get kicked out because im not feeling insecure and that makes twice now,fear
46084,i understand but i feel like i hated my friends,anger
46113,im really good at feeling overwhelmed but ignoring it for a while and letting it build up,fear
46127,i understand that you may feel that it is very rude that i keep destroying your house with my face,anger
46140,i feel lost and not know the right thing to do,sadness
46157,i understood that it was an investment in our future so i sucked it up not that i didnt have times of great self pity and have periods of feeling resentful,anger
46162,im scared to move feeling unsure of myself,fear
46164,im scheduled to do my run today but i feel shaky and lethargic,fear
46195,im sitting there shitting bricks feeling completely terrified nervous that im going to make a mistake and cost my raid the achievement again this week,fear
46211,i used the tippy toes cart for this card but feeling a little rebellious didnt make it in the usual girly colours,anger
46211,im so excited about my trip and ive heard disney is really accommodating for fats but i just cant get over the worry im feeling about flying just because im afraid of being targeted or singled out,fear
46227,im so scared something happened to him and im praying like crazy that this isnt actual gut feeling im having but a paranoid feeling im getting due to me always assuming the worst,fear
46260,im sorry if this post make you feel uncomfortable,fear
46285,im starting to feel a little nervous,fear
46311,im starting to feel more and more distressed by her sadness,fear
46327,i usually feel agitated and anxious,anger
46351,i feel like i have no life xd but amazing things keep happening,joy
46353,im starting to understand how artists and authors feel when they have fearful conservative groups try to ban their work,fear
46360,i usually pop the butter in a little direct sunshine to help the process along or if im feeling really impatient i ll pop it in the microwave,anger
46367,i usually tell her i m feeling pretty annoyed that she s butting in on my quiet time,anger
46369,im still feeling a bit shaken but ill live,fear
46379,i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,anger
46381,i very rarely feel rushed,anger
46382,i very selfishly feel wronged in some way,anger
46418,i feel like i have some useful tools,joy
46426,im still feeling quite shaken from this whole thing so i havent started on work yet s ohwell,fear
46431,im still feeling relatively paranoid so for now the motorcycle is parked in our living room,fear
46439,i feel massively whiney and self involved this entire blog is self indulgent,sadness
46443,im still feeling shaky and unsettled over the events of last week,fear
46446,i feel mega lame because hes all i can think about for god knows what reason and he probably hasnt even had my name cross his mind since last week,sadness
46447,i feel like i have to at least make a sincere effort in making a dent in the american educational pedagogy,joy
46447,i wake up feeling spiteful tomorrow ill vote for the barrack obama slate,anger
46465,i walk around because the sun is shining but then i feel oddly dissatisfied while im walking and its because im overheated and dehydrated and sunburned and sweaty,anger
46466,i walk around feel agitated and wonder who the hell i think i am to ponder writing more books facilitating retreats pursuing a grand dream and putting myself out there as someone with a unique kind of meaningful ness to offer the world,anger
46467,i feel melancholy because the yellow yibo he has done so many and even standing is so much like the chief yet not the chief recognition fair for the metropolis of wuhan an tentative product but also established a local and central rebuttal,sadness
46470,im still feeling weirdly anxious all the time,fear
46473,i feel melancholy for the yellow yibo he has done so many and even standing is so many like the central but not the central recognition consist in,sadness
46475,i feel like i have to compete when everything i hold valuable is already mine is freely given to me and costs exactly what it is,joy
46482,i feel melancholy that your quiet,sadness
46489,im still sort of feeling confused and very discombobulated over it,fear
46503,i feel mentally exhausted,sadness
46539,i feel messy inside but i think for now ill be fine,sadness
46541,i wandered the store feeling irritable and staring for long spells of time at the dizzying options of food before me,anger
46542,i feel messy like im walking around with chipped nail polish,sadness
46562,im sure most people can feel nervous without feeling sad whereas for me after feeling nervous i feel sad because of the pain of feeling nervous because of the fear for a bad result,fear
46585,im surprised you feel uncomfortable talking about race because you seem to understand it quite well in that i think you get privilege which is what conversations about race are really about,fear
46592,i feel like i invent ideas and sounds that arent really that popular for another five years,joy
46604,i want more am feeling greedy oh yeah,anger
46625,i want some chicken and dumplings im learning to say yes maam and yes sir without feeling like im being rude by acting like a smarty pants,anger
46660,i want to ask him why he thinks im selfish but im worried hell perceive that as an accusation and the last thing i want is for him to think i feel hostile towards him,anger
46661,i feel like i know myself well enough to let you all know that i am a smart girl,joy
46672,i want to be able to converse and understand on a basic level i feel rude when people take pains to speak to me in english and i cant reciprecate,anger
46684,i feel more and more empty and hated by the rest matchmaking,sadness
46691,i want to be generous but sometimes i feel greedy,anger
46697,im trying to decipher my feelings i realized that one of the reason im hesitant is because i wanted to get a dog first,fear
46797,i feel like i m frolicking away precious time to do something for my future,joy
46828,i want to make sure that i am not putting too high of expectations on mike which will leave me feeling bitter and unable to enjoy the wonderful connections that we do share,anger
46836,ive always wondered what it would be feel like to get hit by one of the exiting cars on a day that you feel frantic upset due to family problems,fear
46842,ive been a mess all week and i feel helpless sometimes,fear
46845,ive been alone all day and feeling unsure of what to do with myself,fear
46856,i want to say how i feel but i ve been feeling that i ve offended people because of my emotional state lately,anger
46872,ive been feeling a bit overwhelmed today,fear
46879,i want to sock away a bunch of money for financial independence but i want to do it without feeling like a greedy selfish hoarder id better make sure that im saving money for the greater good as well as for myself,anger
46888,i feel more than inadequate,sadness
46902,i feel like i m only as good as your last game so i really just try to go out there and play with that type of attitude and just keep playing every week regardless of the circumstances said spencer who will be a free agent next year after being pegged with an,joy
46916,i want to try shrooms but i feel that my mind is too fucked up right now to handle the extra mind power,anger
46933,ive been feeling completely confused and scared by the whole idea of growing up,fear
46937,i feel morose nonetheless too much to do and too much to think about,sadness
46945,ive been feeling frantic and run down,fear
46958,ive been feeling insecure for a while now gradually increase and you keep adding to it,fear
46989,ive been feeling oddly suspicious lately,fear
47022,i wanted to mention a few of them as well but please forgive me there are just too many to mention them all and i don t want anyone to feel offended when i should forget to mention him or her,anger
47034,i wanted to show my son that even if we feel wronged or things are not fair we always have to show compassion and love,anger
47045,i wanted to tell him something to say it was great or shake his hands but he just stared at me still expressionless and i realized he s beyond all this beyond the world beyond me and my feelings and doubts and questions and petty concerns,anger
47050,i wanted to upload photos here then after looking through the photos i felt happier i wonder why but now im feeling grumpy again while typing this and now i hear news song share playing i feel better again,anger
47062,ive been feeling restless i know my soul is demanding change,fear
47063,i feel my arm in a clamp i am doomed without my champ,sadness
47080,i feel like i need to apologize to you because of how i was finally convinced of your love,joy
47109,i feel like i need to do something sociable,joy
47145,i was all over the place mentally and feeling really quite irritable anxious and tormented,anger
47165,ive been getting have been making me feel suspicious like its someone elses great work they are trying to get credit for,fear
47168,i was already feeling irritable,anger
47199,ive been online and to best buy and to verizon half a dozen times and i just leave feeling more confused,fear
47240,ive been thinking about sewing altering creating for quite a while now and am just too good at putting things off making excuses feeling intimidated,fear
47244,ive been thinking about turbulence and the way we pass through landscapes and the moment the air changes and we feel it and something uncertain unknown rises up to the surface,fear
47257,i feel my relationship with my other patron has been ignored,sadness
47272,ive ben feeling pretty doubtful lately about our relationship,fear
47277,i was certainly conscious of feeling cold,anger
47290,i feel like i share a delicious secret with many of the people who are currently in my life,joy
47305,i feel myself becoming depressed,sadness
47309,i feel like i should be all ecstatic right now,joy
47316,ive done for regular daylily people so am feeling a bit unsure,fear
47339,i was dressed well and didn t feel cold,anger
47354,i was even more puzzled and at the same time he feels angry to hear this,anger
47358,i feel like i should be productive and blog about something worthwhile,joy
47371,ive gained in raising my son made my outlook different or not i didnt feel frightened by having her in my life or what my life would be like when she came around,fear
47378,i was feeling a bit agitated and needed to dispense with some of this pent up energy i had,anger
47395,i feel like i should end it all because nothing worthwhile is ever going to happen,joy
47428,ive had a journal for a while i usually decide that a i want a fresh start or b the people who read it are getting sick of my rambling so i start a new one so i can feel less inhibited,fear
47441,i was feeling a bit resentful that i had just slaved away for years and my hard work seemed unrecognizable to others in my community and my society,anger
47462,i was feeling a little annoyed about the whole thing because we had a schedule and driving home first was going to really put a kink in it,anger
47500,ive learned thus far i feel much less fearful on the thing once ive adjusted the seat such that i can easily lean the bike a little to one side and set a foot on the ground,fear
47510,i feel like i shouldnt be so happy with my life because surely trouble is just around the corner,joy
47515,i feel neglectful of religion but still see it as something personal and not career y,sadness
47516,ive mentioned before that i feel a bit intimidated by the colour red and i feel that it would dramatically age me,fear
47528,ive never been good at dealing with girl drama and i always feel consistently on edge and suspicious,fear
47550,ive no doubt shed feel threatened and anxious if that changed in a big way,fear
47576,i feel no qualms about calling the police with a noise complaint and will do so every time im disturbed,sadness
47590,ive postponed writing this post because i feel like its a vulnerable one to write,fear
47600,ive reached that point in submissions positive responses basically pouring in manuscript out in several places where i feel so neurotic i cant focus on anything for more than ten minutes at a time,fear
47603,ive read a few blog posts and articles in response to this mostly saying women shouldnt feel pressured by the world to look a certain way,fear
47647,i feel now and not just the want of someone to take a lil submissive girl under their wing and make her yours,sadness
47690,i feel numb amp weird amp emotionless,sadness
47696,i was feeling cranky today when i got home from my truncated workout,anger
47700,i feel numb and dont know what to do,sadness
47741,i was feeling enraged by the whole thing on and off for a couple days after,anger
47803,i was feeling frustrated that i needed to come into the yoga studio today not to take class but to work and make phone calls and return emails thinking i have a show soon,anger
47834,i feel obama is simply because hillary is so hated by so many,sadness
47838,i was feeling grouchy and ignored the dirty looks from those standing tall and patriotic with their hands on their hearts as we tried to find the appropriate place to start,anger
47879,i was feeling grumpy for several reasons,anger
47890,i feel like im being less appreciative than before just when hes putting in more effort,joy
47890,i was feeling grumpy today i decided to go buy fruit,anger
47966,i was feeling irritable and antagonistic,anger
47986,i feel oxygen deprived when i think of the experiences i wont share or the conversations i wont have or the people i wont see,sadness
47988,i feel pain anger and discontent around me,sadness
48013,i was feeling jealous and i said no im not jealous because i know where i stand,anger
48052,i was feeling like a crapbag and pissed at the same time,anger
48055,i feel pained my moral sense feels violated but more than all that i feel confused,sadness
48095,i was feeling one of those impatient for an answer kind of feelings,anger
48100,i was feeling overtired and cranky and knew i needed to do something about it,anger
48104,i was feeling particularly bitchy this morning so i went and got myself some coffee and went shopping for pots and plants,anger
48119,i was feeling particularly hostile i threw your phone against the floor breaking it into bits and pieces,anger
48168,i was feeling pretty cranky but i must say that i looked adorable a href http,anger
48179,i was feeling pretty fucking bitchy earlier today it didnt help that i somehow managed to erase all songs off my ipod,anger
48185,i feel pathetic crying over eric because he doesn t even know me,sadness
48198,i feel pathetic for feeling this way for being me i dont deserve a life,sadness
48205,i was feeling pretty stressed from work and school and i just needed to talk to someone about it,anger
48207,i was feeling pretty stressed today in that aaargh im leaving in less than three days,anger
48215,i feel like im really making progress and i am determined to not let things get so out of control again,joy
48223,i was feeling quite grumpy yesterday but i m better today,anger
48231,i was feeling quite pissy and resentful because of the crap night id spent so as usual i behaved in a totally measured grown up fashion analysing the problem and devising a strategy,anger
48242,i was feeling rather agitated over something as i was departed home and yet i couldn t attest to any particular reason why i was experiencing such erratic type of emotions at that time,anger
48261,i feel pathetic that i could depend on someone so much for happiness,sadness
48313,i feel like im too kind too trusting too caring,joy
48322,i feel like im trusting youu too easily,joy
48337,i feel like im way too smart to be feeling so completely lost,joy
48337,i was feeling rebellious and in the mood to break the rules,anger
48407,i feel pretty alone right now,sadness
48432,i was feeling so fucked up and it was a pretty warm night,anger
48486,i was feeling stressed amp wanting to do something to relax the children before their impending naps i stuck them in the tub,anger
48528,i feel pretty humiliated,sadness
48544,i feel like if i am ok then that means i trust god,joy
48560,i feel like if i dont stop and be thankful for them now i will blink and theyll just be a memory,joy
48644,i was fresh out of college in may of feeling very frustrated with the job search,anger
48752,i feel quite bad that i made yihan feel bad,sadness
48791,i feel quite disturbed now,sadness
48818,i feel like it has become so casual and,joy
48857,i was just there not really a bond something always in the middle or walking ahead feeling annoyed to even take a photograph,anger
48874,i was left feeling a bit angry and upset about the whole hollywood notion of aging and how it is handled,anger
48897,i was left feeling distinctly dissatisfied like i do with so many nd movies in a trilogy,anger
48922,i was left with my integrity and my dignity intact but feeling pissed off,anger
48944,i feel rather disillusioned right now,sadness
48959,i was made to feel outraged span data ft tn k id,anger
48979,i was moving from the main stockade area to the cell block for my shift at hrs could feel the tension in the air and see the angry looks on the prisoner s faces they were not happy with their situation,anger
48988,i was never happy with this move but felt that i had to take it and as a result feel extremely dissatisfied with my current job,anger
48993,i was not able to control those feelings without feeling very wronged by the actions,anger
49019,i was not to look at his face or catch his eye while i was there i cant shake the feeling hes annoyed to see me there,anger
49020,i was not wanting too let go was feeling the need to be stubborn and defiant,anger
49037,i feel rather unpleasant at the moment but i am speaking with my darlings ash and savana so ill be good,sadness
49114,i feel really bad about letting him know about all of that,sadness
49118,i feel like it was a lot of experimentation and trying casual sexy etc,joy
49122,i was really working a good program i wouldnt feel angry,anger
49125,i feel really bad but my body isnt strong enough to endure through the training this time,sadness
49126,i feel like it was a real eca production because the people i admired most and loved working with the most are now gone,joy
49181,i was sitting here last night feeling all cranky and out of sorts wondering what the hell was wrong with me when i realized of course,anger
49192,i feel like it will remain strong because of the quality of the food it is serving,joy
49241,i was standing in line at the post office feeling irritated with the postal worker taking what seemed like an inordinate amount of time with the customer ahead of me,anger
49299,i was still feelin kind of irritable and funky from the day before but so it goes,anger
49381,i feel really ignored,sadness
49454,i was too foggy headed and feeling too resentful and bitchy to do that and god through this man smacked me right on the back of the head,anger
49476,i feel like just fab is geared toward the everyday woman maybe even a little bit of a younger audience,joy
49499,i was very confused when i first went to school and there was a kid who was just mean and i didn t understand it and right into my teenage years where i would be mugged in the street and i wouldn t be able to do anything and i d come home feeling so disempowered and angry,anger
49504,i feel like lately i have been trying to put on this persona of everything is perfect and life always goes according to plan,joy
49515,i was wanting it but then the feeling passed and its not bothered me since,anger
49539,i feel like living in a dream of fairytale w u as the handsome charming prince,joy
49565,i feel really sad about some of the people i am leaving behind,sadness
49625,i feel like michael scott trying to write something clever in a birthday,joy
49628,i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,anger
49629,i wasnt feeling particularly rebellious id enter the poetry competition reciting not writing,anger
49647,i wasnt happy about how hon tour cycle ended but that didnt change the fact that it is actually how i feel annoyed,anger
49653,i wasnt preregistered so i almost bowed out at the last minute because i didnt feel like dealing with a cranky baby,anger
49728,i went away just feeling annoyed,anger
49760,i feel like my generation is more appreciative than the next,joy
49780,i went stash diving the other day to get inspired for a new project i couldnt help but feel a little frustrated dont get me wrong i love the yarns ive bought or been gifted over the years but it can be tough to find patterns for a mere yards of this or yards of that,anger
49816,i went to the midwife yesterday feeling very cranky and sore,anger
49825,i were a man id feel insulted,anger
49827,i were all sick for about weeks at the end of november early december and because of that i feel like the last few weeks have been even more rushed,anger
49849,i feel regretful that i have never said i love you to him,sadness
49879,i feel like my summer days are so precious to me for some reason,joy
49883,i feel rejected and although i don t really mind hq loving me or not i want to protect my assets,sadness
49900,i will admit i feel distracted especially considering the topic up for discussion,anger
49907,i feel like my wardrobe has been invigorated,joy
49919,i feel rejected and very alone,sadness
49927,i will apologize for is for loving you so much and letting it get to the point where i feel like i need you in my life because quite honestly it fucked both of us over,anger
49933,i will be at a wedding that i forgot about tomorrow so i wont be online till late at night which sucks because honestly i am feeling fucking greedy right now,anger
49951,i will be purchasing a pair of headphones so that i can cancel out the nail polish discussion and the sound of the construction site that i now get to view but until then i m feeling a tad hostile,anger
49979,i feel rejected for trying to find my path to a stronger relationship and bond with god,sadness
50086,i will never be a christian so the meaning of christmas to me is purely secular and when i am feeling rebellious a little bit pagan,anger
50089,i feel remorseful for having been so flagrantly flamboyant as to eat,sadness
50138,i feel like people here gordon are more friendly than back home said peter,joy
50140,i will probably feel a little offended which is why i don t do invites and if i won t eat your antibiotic and arsenic fed chicken and artificially garlic flavored box of potato flakes you will probably be offended,anger
50162,i will say that i am not feeling bitter or sad,anger
50164,i feel like people who don t know me and this commentor doesn t know me at all but i realize it was a sincere question have no right to expect me to answer them,joy
50183,i will take a few steps plop down and pick up and start walking again or maybe start crawling if shes feeling impatient,anger
50192,i feel like pooh bear keen for adventure in my day but i need the wisdom owl has to guide me along the way,joy
50200,i will try to get to all of them during the year but if you are feeling impatient head over to the awfully big blog adventure aka known as abba because they appear there at times,anger
50202,i feel like posting for you wonderful people,joy
50227,i feel responsibility is suffering,sadness
50227,i wish i could dance swing then i definitely feel no cold,anger
50247,i wish i could take her to a gamr but her parents feel that it is too violent of a sport,anger
50276,i wish i was you because when i hear stewarts version and in general i try not to i feel offended,anger
50298,i feel rotten for her,sadness
50301,i feel rotten for leaving them hanging right now,sadness
50335,i feel rotten over and don t know how to solve,sadness
50355,i feel rotten to be espousing such hope when there are those out there living in such a hopeless state,sadness
50374,i woke up feeling bitchy irritable and spoiling for a fight,anger
50388,i feel like shorter and ankle boots are making a comeback this year i remember they were popular two years ago but last year was all riding boots and taller boots,joy
50434,i woke up feeling particularly vile tried to ignore it but it got worse and worse and worse,anger
50454,i feel like some of my prs are from charmed race scenarios as much as being better distances for me,joy
50458,i woke up feeling very very cold and that was my first seizure,anger
50460,i feel sad every day,sadness
50463,i woke up i feel fking pissed already,anger
50532,i feel sad or despaired especially when i lost a best friend,sadness
50554,i feel sad that i didnt get to meet the man behind the medal because everyone had nothing but great things to say about him but his memory lives on and the medal is very very shiny,sadness
50576,i wont fall asleep or feel cranky,anger
50589,i wont feel selfish about it,anger
50636,i feel like supporting other artists in a monetary way on these crowdsourcing sites is just one way to help do that,joy
50636,i wonder how many parents having lost the helm of their family to external influences schools teachers other children drugs sports etc feel as irritable as i,anger
50653,i wonder if i need to pull back more and create some space for myself sometimes i feel like a heartless bitch for leaving her,anger
50678,i wonder is it unreasonable of me to feel aggravated at her because she booked a three hour meeting and had no agenda,anger
50702,i feel sentimental when i feel sentimental when a href http jaeleinyght,sadness
50719,i work the same detatched feelings comes upon me its a vicious cycle,anger
50745,i worry that i cant find a spot in the part of the library that ive gotten used to i feel very agitated when i have to sit in another part of the library which is why i dont book a space online the bookable places are not located in the part of the library that i like,anger
50764,i would arrive home much more ready to engage in conversation and interaction feeling less resentful and frazzled because i had managed to carve out a few moments of peaceful time for myself,anger
50777,i feel like that s something that s really valuable being able to write your own copy,joy
50792,i would cry i would go crazy being stuck at home i would feel like he hated me and enjoyed torturing me,anger
50813,i would feel annoyed the sun was out because cloudy days seemed to fit my life much better,anger
50824,i feel like thats not useful or fun at all so i will replace those exotic icons with a destroyer,joy
50925,i would feel very offended when i see people like these around,anger
50934,i feel shitty but my stomach looks amazing,sadness
50958,i would have a wild victory i d feel the cold slide into despair into why did this happen,anger
50985,i feel shitty when im at work not doing much and not contributing to the bottom line because im not motivated i feel like a leech but i get paid and i dont turn it down,sadness
50991,i would just hurt others feelings i am so selfish,anger
51057,i would not feel insulted,anger
51061,i would not feel these things because i realize that when they are so violent physical also suffers heavily and for this reason i have much fear that it is not convenient for me,anger
51099,i feel slightly jaded after this plunge into hell a dark place where god cannot exist,sadness
51105,i would say it was half negative due to the fact that it feels almost sarcastic and parodic that the woman is having the power forced upon her but also i find it half positive due the fact that she is being included into the rap world,anger
51106,i feel slightly less idiotic now and more educated,sadness
51117,i would see one of my entries blocked i d feel so furious and indignant said liu a year old beijing lawyer,anger
51134,i feel slightly regretful that i didnt train in a place where i got more exposure to family med,sadness
51168,i wouldn t feel insulted if someone checked the wrong box on the runner sighting survey that day,anger
51200,i wouldnt feel bitter about zimmerman,anger
51225,i wouldnt do hypnotherapy because i feel it would be dangerous to me as a person with did,anger
51245,i write about them i feel furious i feel the words spill out of me like i have no control over them,anger
51255,i write i feel a little dissatisfied,anger
51289,i write when i feel like it when i have time when i m not distracted by other things,anger
51307,i feel like there are people who have given a lot to me and i wasn t appreciative of them,joy
51341,i wrote this when i was feeling really pissed off,anger
51343,i feel like there is a fragment sweet scent hang on my tongue it instantly disappear as if saying i was paranoid,joy
51357,i zone out or i feel agitated and need to leave,anger
51362,i feel so awkward around such huge quantities of food i usually end up going in the opposite direction and choosing only the smallest amount and then feeling awkward and hungry for the rest of the event i probably didn t even want to attend in the first place,sadness
51363,i feel so awkward asking their names after weve been saying cheerful hellos to each other for years,sadness
51434,i feel so bad thinking that they would think that,sadness
51456,id get that sickly sexual twisting feeling the type i only get now from looking over a dangerous ledge,anger
51466,id hardly mention him at all to other people weird i know because im afraid theyd dissect my feelings e i get jealous when you know,anger
51470,id have these moment where id look at cohen and feel as if i knew i was kidding myself and we were going to have a rude awakening in the matter of days,anger
51474,id ignore such inanity but im feeling a little cranky this morning er afternoon,anger
51527,id put a couple rounds of drops in this morning my eyes stopped feeling irritated,anger
51528,i feel like they are not respected as they should be,joy
51544,i feel so burdened and equally blessed,sadness
51609,i feel so crappy and shitty about myself and that just sucks,sadness
51631,ill eat when im feeling spiteful and defiant,anger
51677,ill hoard food and than feel disgusted with myself before deciding to puke it out,anger
51689,ill let myself shed a few tears and feel bitter confused frustrated and hurt for the last time,anger
51701,i feel so defeated and deflated,sadness
51756,im you still make me feel like the little obnoxious sister that you never were,anger
51776,im a human being and i have feelings and emotions sometimes i cant be bothered and sometimes im rude brash and abrupt but i do try my hardest to blog as much as i can and keep you all in the loop,anger
51778,i feel like this is a followup to my blog last saturday in which i hinted about a reality in which i pretty much wake up only to find everything is taken care of,joy
51905,im also feeling a lot less sympathy for unicorns who on the message boards ive been reading seem to constantly be given sympathy and regarded as the ones being wronged in the unicorn vs,anger
51955,im always feeling fucked,anger
51974,i feel so discouraged this morning and was not in a good place to be handling peyton,sadness
52063,i feel like this was a super long post,joy
52066,im being made to feel like hes resentful of everything i ask anymore,anger
52068,im being too precious try thinking about how youd feel if someone insulted your friends or your kids,anger
52073,i feel so disturbed and terrified like any other normal citizen,sadness
52119,im currently feeling like im in a vicious circle,anger
52141,i feel like though i am getting more comfortable at feeding her without feeling embarrassed,joy
52173,im either in charge of or helping with as well as the new duties of being president of the arts society are making me feel a bit of mother of all things overwhelming and decidedly cranky at times,anger
52205,i feel like trusting someone theres surely a reason for me not to,joy
52207,im facing the consequences of my little fall yesterday all day and night yesterday i could feel every little muscle in my back slowly knotting up in protest at the unkind treatment they have received,anger
52209,im fairly certain that part of the reason i always choose awful frames is because i feel so rushed,anger
52245,i feel so dumb photographing myself okay i even feel dumb trying to smile for justin,sadness
52323,i feel like we dont even communicate anymore and i will be delighted to share details of our trip once i am not completely traumatized from the flight home,joy
52350,im feeling a bit rebellious,anger
52381,i feel so empty i dont know what i am suppose to do,sadness
52397,im feeling a little agitated,anger
52443,im feeling a little cranky this afternoon,anger
52457,i feel so extraordinarily sorrowful when i hear her stories of how people treated her,sadness
52486,i feel so foolish and ashamed,sadness
52487,im feeling a little grumpy and not feeling the christmas spirit today,anger
52488,i feel like what i do is deconstruct popular audio and then reconstruct some new art out of it,joy
52494,im feeling a little heartless that i didnt cry during this book,anger
52495,i feel so foolish because i m the girl that s hanging on and i feel like i m forcing him into an end he doesn t want,sadness
52496,im feeling a little impatient,anger
52527,i feel so foolish to have let him break our friendship although were now good friends back,sadness
52531,im feeling a little pissed or just plain sad,anger
52550,im feeling a little snarky and grouchy today so ill work hard to bite my tongue,anger
52603,i feel like yesterday s post was super long and a mash up of everything i ve been holding in the last few days,joy
52642,im feeling all fucked up and emotionnal,anger
52651,im feeling all jealous of amanda in the ohio storms right now,anger
52661,i feel like you honestly want more than to take pictures with me to post on the internet i find you sincere and amazing from what ive observed in one night,joy
52686,i feel so guilty my responsibilities outside of class are so overwhelming that i dont have time to suffer,sadness
52699,im feeling annoyed or not in a good,anger
52715,im feeling are selfish because i know people have it worse than me but i cant control them,anger
52737,i feel lively and motivated again,joy
52744,i feel so heartbroken because i had seriously liked her,sadness
52752,im feeling bitchy days,anger
52755,i feel lively the most,joy
52786,im feeling bitter citrusy hop taste on the very back of my tongue and not much else,anger
52818,im feeling cold and next i love the feel of your smooth skin next to mine please take your clothes off,anger
52863,im feeling cranky at the universe blogging is not a good idea,anger
52882,i feel lucky that i didn t jump straight to hypothermia and was able to carry on with the race,joy
52890,im feeling cranky the first week of january and every body is going on and on about organization,anger
52930,i feel lucky to be married to a man who thanks me for supporting our children while he spends days and nights alone,joy
52933,i feel so homesick for ga and my boys the last week or two,sadness
53025,i feel lucky when i think about all the kids who are starting to become my closest friends and my host sister mayra who has already become an influential figure into the development of who i am,joy
53028,im feeling ever so impatient,anger
53047,im feeling extremely obnoxious today,anger
53056,i feel many faithful catholics are feeling this way and we need the courage to say it,joy
53065,im feeling frustrated about the aftermath of the marathon and i was hoping things would have begun to improve by now,anger
53106,i feel so hurt and used i m now starting to view sex negatively,sadness
53197,im feeling grumpy fuck the internet for wasting all my time when i could have been doing some really meaningful shit,anger
53199,im feeling grumpy i eat some protein,anger
53228,i feel more adventurous willing to take risks,joy
