,content,Emotion
24418,i get a hypo i feel shaky and hot which is from this,fear
35081,i started to feel really agitated at school,fear
27237,i have sensitive skin and am allergic to everything i started feeling a bit paranoid that i was allergic to it,fear
44539,im feeling pressured,fear
17449,i feel neurotic and when i talked to my therapist about this i said i use to be so good at finding my headspace,fear
21910,i feel threatened by nobody and then look up and remember that the moon will protect me,fear
25150,i guess theres always those moments where we feel assaulted by all the responsibilities we have and that if we mess up even in a minor way everything would come apart at the seams,fear
27357,i have the run of the joint both inside and out but whenever i m feeling uncertain about anything down to my basement i go,fear
25341,i had been feeling a little strange and had a feeling that day was coming and soon,fear
27543,i have to pray and hope all over again feel that uncertain feeling that i might win or lose,fear
41873,i wish them the best i cant help but feel apprehensive about it straylight run is better than taking back sunday ever was,fear
33555,i sat down at the nurse s station feeling completely helpless,fear
45054,im feeling threatened i told him with my palms raised,fear
27986,i hope thats what youre all thinking honestly im still somewhere in between part of me has calmed down since that episode while part of me is still feeling just as uptight as before,fear
38404,i want to know how people are feeling and if there is anything they are as confused as shit about before i move on,fear
3832,i am going to continue on this topic in tomorrow s post and explain exactly why i feel this way and why i am so confused with god and his decisions,fear
27422,i have to admit i did feel quite scared before the flight so seeing them sure made me feel better,fear
13899,i feel helpless and this is not what i signed up for when i was years old and learning to sing jana gana mana in school for the first time,fear
41834,i wish i had some spark of wisdom that would wash away all of my angst but this does not seem likely at all and in some ways me feeling agitated and angry is a better feeling then me me feeling sad and hopeless,fear
29417,i know it wouldn t have solved anything but i m sure that it would have momentarily made me feel less agitated for sure,fear
24742,i got a feeling and feel so strange everything about me seems to have changed step by step i got a brand new walk i even sound different when i talk i said woah woah woah woah wooooooooooooah yeah something s got a hold on me yeah must be love,fear
16267,i feel like im petrified to care for myself in case that takes away from my family,fear
41180,i wasnt expecting that to happen and i am claustrophobic so having my hands absolutely stuck made me feel a bit anxious,fear
4767,i am that is it really makes me feel reluctant some times or some the other times too,fear
8798,i do feel agitated restless or on edge quite often,fear
21334,i feel that a lot of artists are reluctant to get involved in those kinds of things because they know it s going to be risky just in terms of having the basic requirements,fear
38858,i was concentrating on the noise and wondering where that was coming from that i didnt feel it but anyway it was one weird night and we are wondering if there may be any more to come,fear
18941,i feel restless when im in the same place for a long period of time,fear
25152,i guess they feel that if they give the residents of cookietown a way to report suspicious activities anonymously it will help cut down on the pastry trafficking,fear
4753,i am talking about feeling insecure,fear
17367,i feel nervous but i feel eager,fear
15373,i feel like a lot more people who were scared to use marijuana before it was legal are going to start using it now because they can t get in trouble for it,fear
7251,i continued to read on the kindle i quickly got over the distracted feeling although it was very strange not to know what page i was on not to have a sense of the weight and heft in front of and behind where i was at any given moment,fear
27298,i have struggled with feeling like i should and that maybe i was being too paranoid about it and should just do what they said,fear
35188,i stay in the pasture most days and feel restless,fear
30311,i live in a world where i feel tortured i face another day with a smile,fear
34088,i should text him or not while feeling so restless i felt like kicking and screaming,fear
23125,i feel very vulnerable today,fear
11336,i feel a little overwhelmed because there is no curriculum but i have resources who are helping me out,fear
1472,i also feel afraid when someone improves a lot particularly someone who used to look up to me,fear
40554,i was not feeling afraid as i met his gaze and answered calmly okay sir it will not happen again sir,fear
43511,im feel so weird,fear
9692,i don t know how things will turn out but at the moment i feel frightened nervous and tired yet so full of love for him,fear
11380,i feel a little shaky actually discussing it here on my book blog honestly,fear
28112,i incapacitated for several weeks while my injuries healed i found that i couldn t walk down my own street in broad daylight without feeling frightened,fear
18593,i feel reluctant for you to let you know you are regrettably mistaken,fear
14587,i feel inhibited embarrassed uncomfortable talking to him about things that bother me because i get the well but that doesnt really matter right,fear
5763,i can t help but feel petrified of the future is she ever going to get better,fear
32827,i recently did an activity in our university christian union cu where we looked at the fears and reasons we have that make us feel apprehensive about talking about our faith and god s love for us to those who do not know the lord,fear
20640,i feel so tortured right now as i sit here head between my hands,fear
4789,i am thinking to myself about the impending toastmasters meeting feeling a lil nervous a lil tensed,fear
5946,i can feel it begin to happen like im a really wimpy version of the incredible hulk,fear
14104,i feel hesitant because it is during the school year but hopefully we could make it work,fear
34199,i sit here feeling at peace yet frightened,fear
12822,i feel confused about how im supposed to react,fear
25813,i hate feeling so vulnerable,fear
4826,i am tired of them fighting their constant yelling make me feel extremely vulnerable i dont feel loved and i am usually in a bad mood i wish i could tell them how i feel without getting yelled at,fear
12106,i feel am to timid and not right for her,fear
17548,i feel out of control so petrified im petrified,fear
10483,i dumped my best friend today and i feel a relief that i told her how i felt and im not exactly distraught over it because im fed up but im sad that we dont have the connection that we once did,fear
44174,im feeling helpless so hysterical and this cant be healthy,fear
5613,i bit my lip as he slightly whispered this will feel weird tell me if i hurt you,fear
3816,i am glad that i was that chipkoo creature clinging on to her and never feeling too shy to stay in,fear
46223,im so much better now she will not feel alarmed,fear
11948,i feel agitated is like saying the pope is a little catholic,fear
36959,i think she knows how i feel about her and i guess i mostly know how she feels about me which is why i m hesitant to stay i could live there,fear
31281,i must have been unable to contain my expression as she immediately offered a string of reasons why she only had words ranging from inadequate computer to no computer to difficulty in using said computer s to feeling inhibited in writing too much on a computer for fear of losing it and so on,fear
29020,i knew just the thing he needed what every guy needs when he s feeling overwhelmed james bond,fear
37147,i think though youre not so much asking what makes the west what it is but more what is were tryin so hard to hold onto that we feel threatened by newcomers,fear
44998,im feeling somewhat nervous but thats understandable,fear
11851,i feel agitated a lot im straddling articulacy and incoherence,fear
14879,i feel intimidated i also feel very much at home with all of them,fear
28333,i just feel distressed,fear
23448,i feel weird to step out from home with my glass,fear
19246,i feel shaken or scared or creep out over yeah i can tell when it comes really bad,fear
26854,i have good feeling about some folks while others make me a little hesitant,fear
37950,i usually can handle stressful situations ok but somehow this time i feel very vulnerable,fear
32807,i recall myself at that age without my dad around at some level i feel it as cole not having me around and i get agitated,fear
31371,i need some pampering if i am feeling so shaky that i am driven to eat bagels,fear
38502,i want you to feel afraid,fear
18552,i feel really weird in jeans feeling like i should be in a dress or a skirt and sitting in a pew right now,fear
42476,i would hesitate feel uncomfortable and generally answer by saying that i liked cycling running reading photography and gardening,fear
27655,i have wanted for a very long time but for the first time im feeling reluctant about it and maybe even a little trapped,fear
22147,i feel tortured here,fear
17197,i feel much distressed at what has occurred here a scene enacted in cold blood having passed before my eyes which has filled me with horror,fear
41344,i went in feeling agitated by fluffy,fear
11205,i feel a little bit uncomfortable in these buildings,fear
15466,i feel like a timid swimmer with my toes in the water and my eyes on the crashing waves,fear
13084,i feel distressed disgusted and mostly discouraged but not surprised,fear
2767,i am feeling anxious and disconnected before giving a talk for example i often pause ask myself what is happening or what wants my attention,fear
40821,i was starting to feel a little frantic with the eating,fear
41270,i water the garden im starting to feel frantic because i havent had it yet or i dont know where to get it or when,fear
27407,i have to admit feeling a bit strange about that,fear
44963,im feeling so shy,fear
21944,i feel threatened for my life ea time i see a clown,fear
2491,i am feeling a bit anxious,fear
34636,i start feeling very agitated and frustrated and worried and anxious,fear
23748,i felt desperate for feedback and ideas to make myself even better because i did not feel threatened i never thought that getting help meant i was a failure,fear
2030,i always walk away feeling like i didnt help at all or very skeptical that the student will use the practiced demonstrated strategie,fear
47302,ive decided to actually do all the things ive been saying i should do so that im prepared for the unexpected i am feeling a little overwhelmed with all of the aspects of my life that need to have things prepared for and all the different things that can classify as unexpected,fear
44278,im feeling just the teensiest bit neurotic right now,fear
19423,i feel shaky still typing is super tedious and i will be damned if this is the one morning my nephew wasnt up for work at the crack of dawn,fear
12589,i feel as though the rest will come easily though i am unsure as to what the other instruments are going to be now that i am almost done this part,fear
4559,i am starting to be quite busy next week and i feel pressured to finish it,fear
1955,i always feel uncertain whenever i communicate regarding the definition context of arts as ai weiwei and may others said anything can be art,fear
6497,i can t tell you what i keep dreaming of because it s very personal and because it is so personal that i feel so tortured by my own fear shame dread and worry,fear
17275,i feel myself being shaken awake and i swat the hands away,fear
30604,i love the power of teh interwebs google when you feel something suspicious,fear
25568,i had stood on since childhood for some reason was beginning to feel like very shaky and unstable ground,fear
40138,i was feeling very apprehensive about having to research articles,fear
3654,i am feeling very distraught by your revelation i do hope that what happened in your case is the exception not the rule,fear
17657,i feel overwhelmed just thinking about all i still need to get done in less than two months left of summer with my wild and crazy kids,fear
41756,i will still feel insecure,fear
21874,i feel threatened attacked defamed,fear
38794,i was back to my those days when kia was sick feeling helpless and at a loss about what to do,fear
31449,i need to remember that first thing in the morning when i wake up and feel agitated and worry that the ritalin will make me more so,fear
3951,i am in a very difficult position and i feel very confused,fear
24391,i gave myself permission to give thank you cards in the form of a text or email so that i didnt feel overwhelmed by a long list of cards to write,fear
9481,i don t feel frightened or weird or too overwhelmed by the energy,fear
27531,i have to leave sunday for two weeks and clearly he feels incredibly insecure about it,fear
2160,i am alright although feeling very shaky,fear
32038,i ordeal that morning we were feeling a little apprehensive about walking around,fear
1459,i also feel a little intimidated by the idea of trying to submit a document to a government organisation that if done correctly could actually introduce a positive change,fear
24070,i find that the longer i spend in israel the less comfortable i feel i attract suspicious looks in certain quarters from people wondering what i am doing close to their home sand holy places,fear
11328,i feel a little neurotic about everything but the house is completely clean and my room looks a little less like a disaster area so thats good,fear
10568,i ended up in tears sitting there feeling vulnerable ugly pained and furious that not only could i not get to my bag to get my brush out but that i didnt have the strength to get said brush not to mention that damn cent comb through my matted hair,fear
33403,i right to feel apprehensive about pulling the goalie,fear
20824,i feel so weird in bright nail polish,fear
2963,i am feeling helpless as mac and i start a new chapter,fear
1976,i always feel weird,fear
21342,i feel that before holidays i was very confused for months and while planning the future i was also very scared at the same time and didnt know how to cope with everything thats coming esp,fear
12080,i feel almost hesitant to commit to it because i dont believe that ill finish it,fear
17421,i feel nervous that i was offending hecate if i took the plaque down,fear
22360,i feel uncertain of what i am doing,fear
2850,i am feeling confused about certain things big things exciting things things that really matter,fear
17433,i feel nervous when i think about going to australia though i feel exited at the same time,fear
28284,i just feel a bit a relief but neurotic me still wants to do a manual photo back up,fear
42747,i write with such a solemn inner voice a sad piano soundtrack i feel like the next wimpy kid trying to be a leonardo,fear
3152,i am feeling overwhelmed that the ms is causing such significant and crippling symptoms,fear
2288,i am beginning to feel distressed slighty i am an,fear
38971,i was feeling a bit confused,fear
38392,i want to help and ive done all things i can to help but i still feel helpless,fear
17190,i feel most vulnerable that i end up feeling most connected to other people,fear
2301,i am beginning to feel startled by how little of last week i remember,fear
13671,i feel frightened because she s capable of that kind of forethought,fear
26125,i have a feeling that people are getting suspicious,fear
26371,i have been battling this on and off for long time putting myself in situation where i would feel very vulnerable such as public speaking infront of people so i get exposed and let go of the fear of feeling inferior low status etc,fear
35799,i still feel weird though,fear
14734,i feel insecure unworthy and little around,fear
21369,i feel that i am being mentally tortured,fear
15138,i feel kinda reluctant,fear
24784,i got home around half past two he d already gone out some family birthday do which i have to say i was relieved to discover because i was feeling anxious about our being at home together,fear
14643,i feel insecure and feel like when i m walking from school that someone s following me,fear
6811,i cant imagine how hard it must be to watch the person you love most in the world in inexplicable pain and to feel totally helpless,fear
6803,i cant help to also feel a little restless,fear
13260,i feel especially vulnerable when im in the shower or on stairs,fear
40798,i was speaking with one of my girls recently about my angst with everything namely feeling restless with my career and feeling as though things weren t happening fast enough,fear
42198,i wonder sometimes whether i have just added to the antagonism and misunderstanding that many people have towards those of us who feel reluctant to wholeheartedly support the traditional armistice day remembrances,fear
6819,i cant listen to it without feeling remotely terrified anyways i have had fun uncovering the depths of my i tunes this week updating playlists for my ipod now that my train journey into town has doubled in length since we moved house,fear
18163,i feel pretty anxious nervous quite giddy and excited,fear
18328,i feel rather reluctant to post the pictures i took given the fabulous tern pictures cj has on his a href http cjehebrides,fear
42145,i wont tell you my secret i feel terrified and dont know what have i done,fear
15617,i feel like god has some sort of mission for me to accomplish and yet i m afraid i screw it up,fear
40983,i was terribly scared of men so when i became friends with a man who asked me to marry him i did not feel vulnerable and that was safer to me,fear
1145,i actually feel a bit shy about blogging,fear
41007,i was thinking of how she must have been feeling confused yet maybe happy that her legs were free now,fear
32162,i practice for six days and why did i feel reluctant at the very thought of practicing,fear
12496,i feel as if sometimes we all get scared to go out of the norm and what is trendy or acceptable,fear
45786,im not feeling particularly pressured at this moment in time i can recall the feeling without much effort at all,fear
3430,i am feeling so confused img src,fear
39772,i was feeling rather agitated from life so i decided to take advantage of the last dusky hour of the day by going for a walk around my town to soothe and quiet my mind,fear
24390,i gave my dupatta to her coz coz i thought u would be feeling shy to look at her like that i mean at her straight in my presence,fear
28336,i just feel distressed i dont know why though but i do,fear
10480,i drove to the vet s office fully intending to request euthanasia for the kitten because she seemed so ill and because im feeling totally overwhelmed and exhausted and didnt want to just fob this problem off onto you and keith,fear
34286,i so desperately want to be able to help but i feel so helpless,fear
41744,i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height,fear
21032,i feel strange putting a review in this post so ill keep it brief,fear
5447,i began to feel the most fearful and devouring hunger,fear
20960,i feel startled by this fact,fear
36105,i suppose it could be safer from the martian attacks but im not feeling particularly threatened by those right now,fear
28975,i knew all the student in my class so now i wouldnt feel scare or shy when talking in front of them,fear
5524,i begin to feel very anxious,fear
6773,i cant help feeling a bit agitated,fear
32610,i really enjoyed this look and feel far less apprehensive about dots at this point,fear
45984,im not the only broadcaster in the country scared of being murdered on air apparently there are some successful folk on the wireless im talking about men and women who have an audience of more than ten people who feel terrified too,fear
10829,i feel a bit apprehensive maybe because i haven t been back for over year and a half,fear
9890,i don t think i d feel so suspicious,fear
16711,i feel like that game where the letter cubes are shaken up in a box and you have to try and make as many words as possible with the letters that are face up,fear
44423,im feeling nervous and terrified but also a bit emotional because if i manage this i will be very very pleased with myself,fear
40827,i was starting to feel a lot of love from my friends and thought that to be a little suspicious since some of them hardly ever come here and all of a sudden i m like their favorite person in the world,fear
5752,i came to spot out some personal differences we have and that made me feel uncomfortable for some reason,fear
1461,i also feel a little shaky some times,fear
32803,i recall feeling very apprehensive about a lot of these chapters when i wrote typed them up specifically this last third and after reading them over and correcting them i see them in a new light,fear
9180,i do not regret saying the things that i said and for the first time that i can remember i don t feel uncomfortable or guilty about the way everything went down,fear
3383,i am feeling shaky because i think i have a staph infection inside my ear,fear
4899,i am usually much more cautious with my feelings and skeptical of happy endings,fear
37379,i told her that i never feel shy whenever i meet my frens n she showed some agreement n broke the boundaries,fear
37476,i too was a little emotional we both didnt know why maybe cause we have been preparing for this day for so long but its not like it was our first memorial so hmm not sure why we were feeling anxious,fear
6589,i can use to describe my feelings is apprehensive,fear
20274,i feel so out of place maybe i live on the earth just to get tortured,fear
21602,i feel that we learn from our mistakes and that we should not be afraid of trying something new,fear
26212,i have a new undesirable feeling to do more with my life that involves me staying up more or maybe im just quite unsure what to do with my life at this point,fear
9332,i documentary style that was popular at the time but it had an original voice as it started off as kind of showing hoaxes and all of a sudden turned real and into a horror that kept you guessing making you feel truly terrified,fear
45788,im not feeling pressured about it since its our first quiz for the subject and i dont have a need to get this score to pass grade yet,fear
24487,i get it intermittently it feels like a bumble bee it scared me at first,fear
10240,i dont know why i just feel hesitant a bit,fear
9646,i don t have a feel of the characters i m still unsure of the story and how it should unfold so my beginnings are always a freaking ordeal,fear
39422,i was feeling gitty nervous and so much stress from the anticipation of picking up our e,fear
7284,i could be wrong but i feel that skeptical arguments from within or from the edges of faith encourage more critical thinking among believers than dogmatic grenades lobbed from deep within atheist land,fear
42989,ill even imagine that those inanimate objects have feelings and that they feel scared and sorry when i get angry,fear
11856,i feel agitated aggravated and i dont like it,fear
26179,i have a headache and im feeling agitated,fear
43400,im coming to see im in good company with feeling vulnerable fighting to have the right to my experience etc,fear
29513,i know some of you feel pressured to protect your families from this years tornado season but remember even if you purchase it and make the decision today it must be installed and your family still need to stock it and know under what conditions it should be used,fear
36541,i think happened in a match unless it s extremely obvious i feel uncomfortable commenting on anything other than apparent tactical or physical strengths or downfalls,fear
12402,i feel are threatened,fear
5825,i can change to look human so you won t feel too frightened of me,fear
44014,im feeling as paranoid as hell and certainly emotional lol,fear
3614,i am feeling unusually paranoid and my anxiety levels reach new heights with a slightest bit of uproar,fear
42746,i write when i feel helpless,fear
15825,i feel like i get more and more frantic with no clue which way to turn what direction my life is going or if i should even care,fear
42858,id feel restless staring at the proverbial four walls,fear
38780,i was at last of course and seeing that all didnt get drop made me feel kinda sceptical,fear
24765,i got back to my castle i realised why i was feeling weird i hadn t taken my medication,fear
16285,i feel like im so fugly and even my boyf shy to admit that im hiss,fear
5495,i begin to feel anxious about the upcoming week,fear
6426,i can t help but wonder how many of those millions are feeling distressed or suicidal or how many have attempted suicide because of all that debt hanging over their heads,fear
33884,i seldom went to the office on saturday but he was feeling so strange that he thought a little work might clear his mind,fear
20801,i feel so vulnerable to my own mind my own memories,fear
21215,i feel terrified and scared in social situations and thinking about what others might think of me,fear
1535,i also feel overwhelmed by to do lists,fear
30553,i love pairing pink and red as i find that although they feel strange to combine they compliment each other so well,fear
14557,i feel indecisive and i feel like half of me is missing,fear
34006,i should feel anxious at this age you know a little self conscious anxiety resulting in non specific sadness a state that i call blue,fear
19920,i feel so fearful and weak today,fear
21793,i feel this distraught i am thankful that the weather is improving so much,fear
24014,i find myself feeling uncertain so it seems safe,fear
21736,i feel the urge to up his life insurance and i m hesitant to leave him unattended,fear
16667,i feel like some uptight adult because you guys act like four years old,fear
28578,i just feel uncomfortable in my own skin,fear
46897,ive been feeling a little overwhelmed lately so i decided to slow down on my writing here and concentrate on the things i needed to get done,fear
41836,i wish i had the discipline to sit down and write out what im feeling from moment to moment but i have a tendency to become neurotic and analyze my wording sentence structure and even my handwriting,fear
39103,i was feeling a little insecure,fear
30495,i love having the blog but it feels strange to write something when you know youre changing and you dont know what you feel comfortable with anymore,fear
16879,i feel like those roots are being shaken slowly pulled and ripped from their core,fear
22256,i feel uncertain about his future,fear
17613,i feel overwhelmed by everything and i don t know why,fear
10990,i feel a bit reluctant to write those why yes indeed it can get worse kinds of posts,fear
43399,im come to terms there are more important things than to have the apartment spotless its generally clean for the most part because when its messy i feel anxious,fear
557,my sister had to undergo a very complicated operation,fear
5793,i can approach my partner peter at almost any time and ask for some encouraging words or a hug when i am feeling anxious or unconfident and guarantee that he will want to support me when i need it,fear
27906,i honestly feel really strange and awkward about the whole thing,fear
11021,i feel a bit shaky to continue writing in english what if nay not what if its happening because if i continue writing in english with a bad grammar awkward sentences with a repeated vocabulary and wrong choices of word when people read it they might laugh and it makes me the one who is stupid,fear
16810,i feel like theres a lot of frantic flapping happening just to stay still and hold my ground,fear
22943,i feel very petrified,fear
7103,i combine the flat tire the head wound and a headless bird im feeling a little paranoid,fear
5134,i asked feeling apprehensive,fear
7610,i couldn t wait to get bigger so i wouldn t feel so helpless,fear
17054,i feel more frightened by my reaction to lifes rough spots now that i have claire,fear
31915,i often feel shy and small and tongue twisted,fear
20388,i feel so reluctant to go right now idk whyyy,fear
30199,i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,fear
20718,i feel so unsure,fear
4232,i am not looking forward to it at all im feeling anxious today and dont particularly want to leave the house but i have to otherwise i dont get my job seekers allowance and ill be even poorer than i am at the moment,fear
8732,i do best when im feeling nervous,fear
37459,i told you i havent been feeling like so probably most people are uptight cold and detached,fear
21272,i feel terrified like them that this was happening,fear
23941,i find it really hard to ask for help support because as soon as i ask i feel really pressured to be helped,fear
36098,i suppose im feeling slightly apprehensive,fear
47213,ive been quite depressed lately feeling a little skeptical about myself feeling a little un productive and weak,fear
44130,im feeling frantic about thanksgiving i really needed to be rid of them today,fear
11048,i feel a bit strange leaving nursery on my own im not as upset as i thought i would be,fear
19029,i feel scared but took the new med,fear
233,i experienced fear when i was not prepared for the final year degree exams,fear
19511,i feel shy exposing on screen news a target blank href http www,fear
7740,i cut my finger half off in distraction no joke because i was feeling pouty and insecure at work,fear
7039,i certainly understand why people with connections to the army if they have a relative who serves for instance might feel threatened,fear
31908,i often feel scared nowadays about the result of a big project that im going to do this year,fear
42078,i woke up too early in the morning feeling very paranoid uncomfortable and it took me a bit of time to settle down after a dream like that,fear
2458,i am experiencing the empty nest i feel overwhelmed,fear
35343,i still feel a little weird telling people about it,fear
10104,i dont know how i feel about this or rather im doubtful about this,fear
35665,i still feel skeptical of the term self soothe,fear
33306,i remember when i loved feeling tortured,fear
2083,i am a super organized person so feeling uncertain in this area is tough,fear
23121,i feel very vulnerable on the record but thats what makes me feel a personal connection to this record,fear
33989,i should be more like that and that makes me feel insecure,fear
20954,i feel startled and nervous,fear
1634,i also got a new look snake one but im feeling a little indecisive about it because it was i dont think its worth all that should i return it,fear
47679,ive talked a lot before the crowd or statements presented in class but sometimes feel very shaky,fear
22530,i feel uncomfortably helpless when i am not,fear
24297,i found myself feeling slightly shaken reading this on sacred space as though my view point was being shifted,fear
30736,i made up a reason to hang up with her because i m starting to feel even more agitated because she was complaining about other people s ability to drive in the snow,fear
13251,i feel especially anxious i also feel gods presence more poignantly in my life,fear
26520,i have been feeling shaky this morning after taking them as well,fear
33376,i retreat ended i woke up feeling extremely agitated,fear
45195,im feeling very overwhelmed by the expectation for me to fill this box full of intriguing and quirky things,fear
11134,i feel a little agitated that sam wouldnt listen to me in the first place and that it took an independent third party for him to absorb my side of the story but that is something that is out of my hands i guess,fear
2063,i am a full friend i can appreciate and compliment the talents and abilities of my friends without feeling insecure,fear
22770,i feel very agitated at the presence of such group in what was once described as a felix i,fear
19574,i feel shy when jinki hyung said he owe life to me,fear
18904,i feel restless lately,fear
35007,i started to feel a sense of peace but that feeling went away gradually and i was back to feeling insecure and unsettled,fear
33729,i search for an excuse so that i can move on with light heart without feeling pressured,fear
929,when i went out with my dog in a forest late at night when we were on a camping,fear
4312,i am now learning to be able to release my feelings but i often feel intimidated by doing that wondering if someone is going to think there is something wrong with me so it becomes difficult,fear
16472,i feel like jerry jones and tom coughlin are just frightened by chip kelly,fear
31185,i mostly get those moments when i feel the most insecure about myself and need to reassure myself that my friends like me,fear
19396,i feel shaky in my own quit,fear
15508,i feel like all this together makes others i guess feel intimidated by me,fear
9269,i do that i will start feeling pressured and then the whole thing will become a lot less fun for me,fear
46708,im trying to plan lessons i feel so anxious that i can barely do anything and find im just sitting staring at my computer screen for hours on end fretting which in turn means im not very well prepared and im exhausted which in turn means another rubbish lesson,fear
46125,im really sad i hope i can live without fear in my own country but cant help but feeling scared i might get killed suddenly while hanging the clothes get kidnapped the moment i step out of my house,fear
21199,i feel terrified all the time and i don t know what s making me feel so scared,fear
17454,i feel neurotic disappointed in him rejected and humiliated,fear
30767,i make them feel uncomfortable when they greet me after our class is over,fear
18578,i feel reluctant asking for anything,fear
1895,i always feel restless,fear
10503,i eat with my friends you will jealous when i watch movie with others you will feel insecure when im not beside you,fear
16118,i feel like i was hiding from myself i was afraid to be alone,fear
3965,i am in the inquiry of what makes us sometimes feel threatened by another s perspective,fear
24279,i found myself feeling hesitant almost a little anxious,fear
19296,i feel shaky and fidgety,fear
11083,i feel a bit uncomfortable when i was in this condition,fear
10723,i expected to feel scared cramped and anxious,fear
3129,i am feeling overwhelmed and inadequate i am reminded that i am exactly where i need to be,fear
33292,i remember very clearly being twenty two and thinking i was the toughest person in the world with all these life experiences while at the same time feeling more vulnerable and uncertain than ever,fear
31934,i often feel uncertain guilty afraid and hopeless,fear
32105,i personally feel very hesitant when it comes to ever standing behind our church,fear
39855,i was feeling reluctant to using my real birth date stupid i know,fear
24284,i found myself feeling incredibly insecure feeling like all i m doing is churning out things unable to really write or plan or think about what i wanted for myself artipeeps or creokardia,fear
527,my car skidded on the wet street,fear
35878,i still know fur elise so i play that whenever i start to feel overwhelmed,fear
11520,i feel a lot like i am vulnerable all the time i say,fear
35278,i still feel a bit hesitant to share some of the other opinions i maintain about my country of residence china,fear
9755,i don t know who he is or if i ever will but i feel like he s out there wanting me as much as i m wanting him and unsure too if we ll ever find each other,fear
30059,i left rehearsal feeling quite intimidated and wanting not to even show up tomorrow,fear
9537,i don t feel pressured into it,fear
3340,i am feeling restless i go for a walk or i read or i create something,fear
25729,i hate crowded confined spaces i feel agitated and trapped and zone out and get moody the busier the space,fear
26479,i have been feeling overwhelmed with everything that is going on that often i am not taking the time to be grateful for what i do have and the good things in life,fear
42422,i would feel very distraught because hamlet horatio otp,fear
17503,i feel oddly frantic about everything like it has to be perfect,fear
34110,i shouldnt feel fearful or loathing the run at the beginning or end of the day,fear
29643,i know that there is nothing important online that i need to do nothing that cannot be done offline i feel frightened by the thought of not going on for a week,fear
38078,i walk away feeling sort of spacey and shaken,fear
188,finding out the great difference between china and the west in science,fear
8350,i didnt feel afraid,fear
1696,i also said id understand if it would feel uncomfortable or wouldnt suit him due to his schedule,fear
36781,i think it makes me feel weird because it s something i m not used to,fear
6617,i cant bear poor women they make me feel so insecure,fear
40453,i was labeled a looter in global newspapers would not only be unimaginable but leave me feeling distraught,fear
25000,i guess i feel confused and so alone in this thought process about it,fear
32445,i realise yes there is incredible talent out there but instead of feeling intimidated by these giants of talent like a href http www,fear
6377,i can t help but feel alarmed,fear
26021,i hated the fact that i cried for someone who didnt deserve my tears and i hated the fact that i have become a weak person by feeling helpless,fear
28172,i issue of the day i feel unsure of myself broken brain brilliant mind class recentcommentsavatarend style heightpx widthpx a href http brokenbrilliant,fear
25414,i had decided in my mind that it was ok to feel this way i was still afraid that my feelings would somehow hurt other people,fear
45904,im not scared or feeling uncertain,fear
20559,i feel so skeptical because i m educated and i want to believe in realness not centuries of stories that have been added onto again and again,fear
22570,i feel unsure about the japanese samples,fear
22145,i feel tortured everyday with sarcasm getting thrown at me getting tackled by hatred,fear
28546,i just feel so wimpy and my left hand cramps up if i play any chord for too long,fear
10505,i eh i feel like want to whatsapp him but im scared if he tak reply me,fear
41766,i will thank you kindly not to judge but to rather look at yourself and ask whether you feel inhibited in the reading choices that you make that you have to criticise those who veer off of your chosen path,fear
42413,i would feel strange describing it but if anyone is interested let me know and i will add it,fear
43998,im feeling apprehensive at the moment,fear
40555,i was not feeling as nervous as my first since i somehow knew what to expect,fear
15487,i feel like a whiner just about now because i am running scared,fear
29539,i know that even if i feel a little wimpy right now all things change in world of warcraft,fear
40889,i was still feeling fairly shaky and my new mantra was just make it to camp just make it to camp,fear
3247,i am feeling quite vulnerable witnessing how a trip slip or other catastrophe can change one s life,fear
31873,i often feel intimidated by people who are smarter than me or who i believe to be smarter than me,fear
26691,i have been with my company for over years but still feel vulnerable for a layoff,fear
30486,i love feeling like i am truly making a difference in students lives although sometimes i am unsure,fear
40450,i was kind of used to feeling confused and panicky,fear
47687,ive told my children that if we get to a point where they feel left out to an uncomfortable degree because they are of a generation that texts etc,fear
16920,i feel like were being tortured,fear
2627,i am feeling a little frightened,fear
41813,i wish i could pull off clothes like bodycon bandage dresses amp short shorts without feeling insecure but im working on that hopefully one day ill get the confidence,fear
34252,i slightly feel shaken when i think whether this mockery would shatter all the motivation we have given to help her fight cancer,fear
34929,i started moving feeling her grip me on the way out seemingly reluctant to let me go,fear
21762,i feel there is so much more character in distressed items,fear
15857,i feel like i have lots to give yet i am afraid to becoming static satisfied with my pleasant surroundings and the status quo,fear
34868,i started feeling shaky like i wanted to jump out of my own skin so word to the wise do not take more than one hour energy in less than hours,fear
31541,i never feel uncomfortable or out of place at a coffee shop,fear
34587,i start feeling doubtful i remember other things like jacks face as he knelt before me in a long corridor filled with bodies,fear
2468,i am faced with more stress than i have ever had to face before and i find that i am continually feeling more and more overwhelmed,fear
4088,i am looking forward to doing but had been feeling unsure about thinking that emerging technologies like html s video and audio element would supersede flash,fear
44664,im feeling really apprehensive about starting d again especially as ive chosen to try and use udk for this project,fear
38305,i want to be in that position of helplessness as my body is trapped in a vehicle pingponging across a highway or feel that terrified feeling of incoming death,fear
4239,i am not prosecuting for sanjeev s torturing due to me but i am prosecuting because i had to feel the sense of helplessness becuase he was being tortured due to me but i was helpless,fear
